essay01.txt	3	competition can effectively promote the development of economy	It is always said that competition can effectively promote the development of economy.	1	17
essay80.txt	2	Many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world	Many people, especially young children enjoy going to zoos and see their favorite animals, cute baby-born animals and the animals that are from the different corners of the world.	10	17
essay80.txt	2	Zoos provide educational information about the lives of different animals to the public	Zoos provide educational information about the lives of different animals to the public.	11	17
essay80.txt	2	The animals are often undernourished and do not have sufficient quality and quantity of medical treatment	The animals are often undernourished and do not have sufficient quality and quantity of medical treatment.	7	17
essay80.txt	2	zoos play an important role in reserving many breeds of animal and preventing them from being missing from life	Also, zoos play an important role in reserving many breeds of animal and preventing them from being missing from life.	12	17
essay80.txt	2	sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe	In addition, sometimes animals from hot countries have to survive in the cold winter of somewhere in Europe.	8	17
essay80.txt	2	in zoos, animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters	This is due to the fact that, in zoos, animals are kept in enclosures which simulate their own habitats and also endangered animals are being protected from their predators or hunters.	13	17
essay80.txt	0	Keeping animals in zoos.	Keeping animals in zoos.	0	17
essay80.txt	0	Since the time they were introduced zoos have both been supported and criticized.	Since the time they were introduced zoos have both been supported and criticized.	1	17
essay80.txt	0	Many believe that zoos could be very entertaining and ecologically important, whereas, others think that keeping animals in captivity is totally wrong.	Many believe that zoos could be very entertaining and ecologically important, whereas, others think that keeping animals in captivity is totally wrong.	2	17
essay80.txt	0	Both sides will be discussed before a reasonable conclusion is drawn.	Both sides will be discussed before a reasonable conclusion is drawn.	3	17
essay81.txt	1	the artists must be given freedom	I however, agree to this only to a certain extent and believe that the artists must be given freedom so that they will produce some really marvelous masterpiece.	3	21
essay81.txt	3	without any limitations, there will be more awe inspiring work from our artists	In short, without any limitations, there will be more awe inspiring work from our artists.	7	21
essay81.txt	2	they will produce some really marvelous masterpiece	I however, agree to this only to a certain extent and believe that the artists must be given freedom so that they will produce some really marvelous masterpiece.	3	21
essay81.txt	2	paintings by Da Vinci and Michallengo are admired even till now	For example, paintings by Da Vinci and Michallengo are admired even till now as they were not restricted during those times.	6	21
essay81.txt	2	they were not restricted during those times	For example, paintings by Da Vinci and Michallengo are admired even till now as they were not restricted during those times.	6	21
essay81.txt	2	if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run	First and foremost, if there is control over artists' ideas, they will definitely lose their sense of creativity in the long run.	4	21
essay81.txt	2	when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular Arts such as paintings or movies	It is undeniable that when they are given the opportunity to express themselves, most artists will think out of the box and come up with spectacular Arts such as paintings or movies.	5	21
essay81.txt	2	Arts is one of the ways that can be used to criticise social problems and government policies in a particular country	Arts is one of the ways that can be used to criticise social problems and government policies in a particular country.	10	21
essay81.txt	2	the famous movie '3 Idiots' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn	To illustrate this further, the famous movie '3 Idiots' acted by Amir Khan criticises the education system which is chiefly based on memorising and not being able to apply whatever the students learn.	11	21
essay81.txt	3	human rights is violated if artists are not allowed to express their feelings freely	Thus, human rights is violated if artists are not allowed to express their feelings freely.	12	21
essay81.txt	3	there are certain drawbacks if artists are not restricted	Looking from another perspective, there are certain drawbacks if artists are not restricted.	13	21
essay81.txt	2	it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation	Furthermore, it is every human's right to be able to voice out their opinions in any ways as long as they do not cause any problems to the nation.	8	21
essay81.txt	2	They might go deeper into certain aspects that can cause controversies in a country	They might go deeper into certain aspects that can cause controversies in a country.	14	21
essay81.txt	2	many countries make numerous efforts to show that they are democratic countries	Today, many countries make numerous efforts to show that they are democratic countries.	9	21
essay81.txt	2	Malaysia is a multiracial country whereby all the citizens live together in harmony and peace	To cite an example, Malaysia is a multiracial country whereby all the citizens live together in harmony and peace.	15	21
essay81.txt	2	In case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society	In case there is anyone who brings up some sensitive issues in their films or books regarding any races, this might end up in some chaos among the society.	16	21
essay81.txt	2	I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts	Nonetheless, I believe that artists know their boundaries very well and would surely do not want their names tarnished just because of their unscrupulous acts.	17	21
essay81.txt	3	I strongly believe there should be no restrictions on them	Hence, even though freedom to express ideas can bring some negative effects, I certainly believe that there are many wonderful and beautiful Arts due to the freedom to express ideas and thus, I strongly believe there should be no restrictions on them.	20	21
essay81.txt	3	there should not be any restrictions on artists' work	To conclude, it is now evident that there should not be any restrictions on artists' work.	18	21
essay81.txt	2	there are many wonderful and beautiful Arts due to the freedom to express ideas	Hence, even though freedom to express ideas can bring some negative effects, I certainly believe that there are many wonderful and beautiful Arts due to the freedom to express ideas and thus, I strongly believe there should be no restrictions on them.	20	21
essay81.txt	2	Allowing them to think freely will give them an opportunity to express themselves as ideas can naturally flow when there are no limitations	Allowing them to think freely will give them an opportunity to express themselves as ideas can naturally flow when there are no limitations.	19	21
essay81.txt	2	freedom to express ideas can bring some negative effects	Hence, even though freedom to express ideas can bring some negative effects, I certainly believe that there are many wonderful and beautiful Arts due to the freedom to express ideas and thus, I strongly believe there should be no restrictions on them.	20	21
essay81.txt	0	Artists' freedom to express ideas.	Artists' freedom to express ideas.	0	21
essay81.txt	0	Artists in most countries are given the freedom to express their thoughts in whatever they do.	Artists in most countries are given the freedom to express their thoughts in whatever they do.	1	21
essay81.txt	0	Nevertheless, some argue that there should be government restrictions in order to limit their opinions.	Nevertheless, some argue that there should be government restrictions in order to limit their opinions.	2	21
essay82.txt	2	more good comes from advertising than bad	In conclusion, after analyzing the pros and cons of advertising, both of the views have strong support, but it is felt that more good comes from advertising than bad.	13	15
essay82.txt	2	both of the views have strong support	In conclusion, after analyzing the pros and cons of advertising, both of the views have strong support, but it is felt that more good comes from advertising than bad.	13	15
essay82.txt	1	the idea that advertising is a positive part of life can be more supported	Thus, the idea that advertising is a positive part of life can be more supported.	14	15
essay82.txt	2	Advertisements are, therefore, very important for many businesses to increase sales and hence profits	Advertisements are, therefore, very important for many businesses to increase sales and hence profits.	5	15
essay82.txt	2	to consumers, advertising can bring them many benefits	Also, to consumers, advertising can bring them many benefits.	6	15
essay82.txt	3	it is easy to see why the idea that advertising is a positive part of life will garner strong support	From all of these, it is easy to see why the idea that advertising is a positive part of life will garner strong support.	8	15
essay82.txt	2	advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more	First, it is generally understood that advertising is carried out with the main purpose of promoting different products and services or encouraging people to consume more.	4	15
essay82.txt	2	a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses	Firstly, a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people.	10	15
essay82.txt	2	this is generally known as spam, and causes discomfort or even annoyance to many people	Firstly, a huge amount of different advertisements could be sent automatically by a system to personal phones or email addresses, this is generally known as spam, and causes discomfort or even annoyance to many people.	10	15
essay82.txt	2	advertising can be very expensive and not every advertising campaign can be done successfully and brings good results	Secondly, advertising can be very expensive and not every advertising campaign can be done successfully and brings good results.	11	15
essay82.txt	2	customers of telecommunication services will have an idea about the current offers of different companies	For example, customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans.	7	15
essay82.txt	3	some people have argued against advertising due to its negative impacts	However, it can be seen that some people have argued against advertising due to its negative impacts.	9	15
essay82.txt	2	they can compare them and then have a better decision in choosing their internet or mobile phone plans	For example, customers of telecommunication services will have an idea about the current offers of different companies and hence they can compare them and then have a better decision in choosing their internet or mobile phone plans.	7	15
essay82.txt	2	advertising is believed by many, a financial burden to businesses	Therefore, advertising is believed by many, a financial burden to businesses.	12	15
essay82.txt	2	advertising has brought great benefits to lives	Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this.	2	15
essay82.txt	3	it should be considered a positive activity	Many believe that advertising has brought great benefits to lives therefore it should be considered a positive activity while others have held a complete different idea about this.	2	15
essay82.txt	0	Advertising - positive or negative part of our lives.	Advertising - positive or negative part of our lives.	0	15
essay82.txt	0	Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society.	Nowadays, the use of advertisement through different forms of media such as newspapers, radio and television has become very prevalent, so it is thought to be a necessary part of today's society.	1	15
essay82.txt	0	Both views will be critiqued before a reasonable conclusion is drawn.	Both views will be critiqued before a reasonable conclusion is drawn.	3	15
essay83.txt	1	I find myself aligned with opponenets of the usages of nuclear power	As far as my opinion is concerned , I find myself aligned with opponenets of the usages of nuclear power.	2	15
essay83.txt	2	Last centuary has witnesed the horrors of such weapons	Last centuary has witnesed the horrors of such weapons.	5	15
essay83.txt	3	pursuit of nuclear technology one way or the other leads towards atomic weapons	First and foremost reason is that pursuit of nuclear technology one way or the other leads towards atomic weapons.	4	15
essay83.txt	2	recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area	For example recently there has been an incident in which an atomic power house leaked tons of radio active material into air when an earthquake hit the surrounding area.	8	15
essay83.txt	2	no matter how much careful we are such accidents are unevitable	This unfortunate event proves that no matter how much careful we are such accidents are unevitable.	9	15
essay83.txt	2	If each country pursues the fusion and fission process some of them may try to mold it for millitary usage	If each country pursues the fusion and fission process some of them may try to mold it for millitary usage.	6	15
essay83.txt	3	even civil usages of atomic power pose a dire threat of radio activity	Another reason to fortify my opinion is that even civil usages of atomic power pose a dire threat of radio activity.	7	15
essay83.txt	2	there has not been any permanat solution of it	Safely getting rid of nuclear waste is a daunting task and there has not been any permanat solution of it.	11	15
essay83.txt	3	This waste is many times more lethal to our environment than any of the other hazordous material	This waste is many times more lethal to our environment than any of the other hazordous material.	12	15
essay83.txt	2	nuclear power may apear silver bullet for energy crisis	To sum it up, from above mentioned facts it can easily be deduced that nuclear power may apear silver bullet for energy crisis but its disadvantages far outweigh the adavantages.	13	15
essay83.txt	2	its disadvantages far outweigh the adavantages	To sum it up, from above mentioned facts it can easily be deduced that nuclear power may apear silver bullet for energy crisis but its disadvantages far outweigh the adavantages.	13	15
essay83.txt	2	while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power	Last but not least, while generating energy from any source be it hydro power or oil there always is some wastage and so is the case with nuclear power.	10	15
essay83.txt	3	use of nuclear technology should be discouraged even for civil purposes	Thus i suggest that use of nuclear technology should be discouraged even for civil purposes.	14	15
essay83.txt	3	Safely getting rid of nuclear waste is a daunting task	Safely getting rid of nuclear waste is a daunting task and there has not been any permanat solution of it.	11	15
essay83.txt	0	The nuclear power provide clean and cheap energy.	The nuclear power provide clean and cheap energy.	0	15
essay83.txt	0	The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle.	The topic of nuclear technology frequently generates a heated debate with proponenets maintaining that nuclear power provides a source of efficient and economical energy while opponents argue that atomic technology is uncontrollable and very dangerous to handle.	1	15
essay83.txt	0	I have several reasons to believe its disadvantages outnumber the few advantages.	I have several reasons to believe its disadvantages outnumber the few advantages.	3	15
essay84.txt	3	I agree to this solution only to a certain degree	Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.	4	22
essay84.txt	2	when people without jobs have hand phones that have access to the Internet, they will be able to browse the net for more job opportunities	In a positive point of view, when people without jobs have hand phones that have access to the Internet, they will be able to browse the net for more job opportunities.	5	22
essay84.txt	2	giving those with no work a mobile phone each is a total waste of money	Nevertheless, I agree to this solution only to a certain degree because I feel that giving those with no work a mobile phone each is a total waste of money.	4	22
essay84.txt	2	the mobile phones can also be used to make calls with the companies in which they would like to work with	Not only that, the mobile phones can also be used to make calls with the companies in which they would like to work with.	8	22
essay84.txt	3	if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive	In short, if the government provides those without work with a mobile phone, they will be able to find themselves an occupation in order to live and survive.	9	22
essay84.txt	2	they can surf the The Star Onlines' work section to find a job that is suitable for them	For example, they can surf the The Star Onlines' work section to find a job that is suitable for them.	6	22
essay84.txt	2	With the help of the net, they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job	With the help of the net, they can also do more research on the work that they have found apart from looking up on how they can prepare themselves for the job.	7	22
essay84.txt	2	the money can be used to build more amenities for the public or given to the poor	To illustrate this further, the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living.	12	22
essay84.txt	2	they can use it to help them earn a living	To illustrate this further, the money can be used to build more amenities for the public or given to the poor so that they can use it to help them earn a living.	12	22
essay84.txt	3	the money can be used for other intentions rather than giving hand phones to the unemployed	To conclude, the money can be used for other intentions rather than giving hand phones to the unemployed.	13	22
essay84.txt	2	when hand phones are provided for free, many would want to take advantage of this opportunity	Furthermore, when hand phones are provided for free, many would want to take advantage of this opportunity.	14	22
essay84.txt	3	supplying hand phones to the unemployed is a waste of the taxpayers' money	Nonetheless, looking from another perspective, supplying hand phones to the unemployed is a waste of the taxpayers' money.	10	22
essay84.txt	2	in order to obtain a mobile phone, they make themselves jobless	It will not be surprising that in order to obtain a mobile phone, they make themselves jobless.	15	22
essay84.txt	2	the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country	This is because the money instead of being used to supply the electronic gadget can be used for other useful purposes for the country.	11	22
essay84.txt	2	Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones	Some might even go to the extent of lying that they are on unemployment to make them eligible to get the phones.	16	22
essay84.txt	3	the public's money is spent worthlessly	In this context, the public's money is spent worthlessly.	17	22
essay84.txt	3	there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment	On top of that, till now, there are no surveys or evidences that prove this method in effective in reducing the rate of unemployment.	18	22
essay84.txt	1	the suggestion of providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment	To put it in a nutshell, the suggestion of providing those who are jobless with mobile phones that are accessible to internet is not a proper and the best way to trim down the rate of unemployment.	19	22
essay84.txt	3	I suggest the government look into the background of the people in depth before giving out hand phones to them	I suggest the government look into the background of the people in depth before giving out hand phones to them.	20	22
essay84.txt	2	the public money should be utilized for the benefit of the society and not just for some of them who are not willing to put in more effort to find them a proper work	I strongly believe that the public money should be utilized for the benefit of the society and not just for some of them who are not willing to put in more effort to find them a proper work.	21	22
essay84.txt	0	Giving mobile phones to the unemployed.	Giving mobile phones to the unemployed.	0	22
essay84.txt	0	Today, the rate of unemployment is on the rise and is seriously being debated by many.	Today, the rate of unemployment is on the rise and is seriously being debated by many.	1	22
essay84.txt	0	Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet.	Some opine that the best method to minimize this problem is by providing the unemployed with hand phones that have access to the Internet.	2	22
essay84.txt	0	They also believe that this solution is the most appropriate way to utilize the public money.	They also believe that this solution is the most appropriate way to utilize the public money.	3	22
essay85.txt	1	CCTV cameras should be installed in every premise	Even so, I strongly believe that CCTV cameras should be installed in every premise to combat the ever increasing theft rate and to protect the workers at the workplace.	5	24
essay85.txt	3	CCTV cameras are essential and therefore must be installed in every premise	To conclude, CCTV cameras are essential and therefore must be installed in every premise.	20	24
essay85.txt	2	the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise	It is undeniable that the use of CCTV has plenty of benefits to offer, especially in reducing crimes and protecting the employees in a premise.	3	24
essay85.txt	2	privacies are lost with the use of these cameras	Admittedly, privacies are lost with the use of these cameras.	22	24
essay85.txt	2	when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced	This is because when a shop is attacked by thieves, the clips taken by these cameras serve as a source of evidence to help the thieves to be traced.	7	24
essay85.txt	2	This is chiefly to shield oneself from being harmed by any intruders or robbers	This is chiefly to shield oneself from being harmed by any intruders or robbers.	21	24
essay85.txt	2	safety should be put first in order to be safe	Nonetheless, safety should be put first in order to be safe.	23	24
essay85.txt	2	they will less likely steal from the shops	Not only that, as the employees know that they are under constant surveillance, they will less likely steal from the shops.	9	24
essay85.txt	3	CCTVs must be put in all workplace	Thus, it is clear that CCTVs must be put in all workplace so that crime rates can be minimized.	10	24
essay85.txt	2	crime rates can be minimized	Thus, it is clear that CCTVs must be put in all workplace so that crime rates can be minimized.	10	24
essay85.txt	2	by having CCTV cameras at workplace, crimes such as robbery can be trimmed down	Firstly, by having CCTV cameras at workplace, crimes such as robbery can be trimmed down.	6	24
essay85.txt	2	in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight	To illustrate this further, in Malaysia, policemen used the videos captured by the CCTV cameras to trace and successfully catch a group of robbers who broke into a Seven Eleven shop during the midnight.	8	24
essay85.txt	2	the customers know very well that their conversations are recorded	Hence, the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded.	13	24
essay85.txt	2	the employees know that they are under constant surveillance	Not only that, as the employees know that they are under constant surveillance, they will less likely steal from the shops.	9	24
essay85.txt	2	In the event of an argument, the videotapes can used to determine what actually took place and further actions can be then taken	In the event of an argument, the videotapes can used to determine what actually took place and further actions can be then taken.	14	24
essay85.txt	2	their privacies are invaded with the constant monitoring of the cameras	Those opposing the CCTV systems feel that their privacies are invaded with the constant monitoring of the cameras.	17	24
essay85.txt	2	face-to-face interactions with an annoyed customer can put the employee in physical danger	At times, face-to-face interactions with an annoyed customer can put the employee in physical danger.	12	24
essay85.txt	3	the use of CCTV cameras does cause controversy	Looking from another perspective, the use of CCTV cameras does cause controversy.	16	24
essay85.txt	3	these cameras can help to provide some form of protection to the workers against the customers	In short, these cameras can help to provide some form of protection to the workers against the customers.	15	24
essay85.txt	2	prevention is always better than suffering from the consequences	However, one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences.	18	24
essay85.txt	2	at some offices, employees are often required to handle angry or frustrated customers	Furthermore, at some offices, employees are often required to handle angry or frustrated customers.	11	24
essay85.txt	2	safety is of paramount importance compared to privacy	However, one must realize that safety is of paramount importance compared to privacy and prevention is always better than suffering from the consequences.	18	24
essay85.txt	2	the installation of CCTV cameras may help the employees escape this situation	Hence, the installation of CCTV cameras may help the employees escape this situation because the customers know very well that their conversations are recorded.	13	24
essay85.txt	2	opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime	Ergo, opponents of this system should try to comprehend the situation and take actions to prevent themselves from being victims of crime.	19	24
essay85.txt	0	Use of CCTV cameras.	Use of CCTV cameras.	0	24
essay85.txt	0	Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances.	Today, close circuit television (CCTV) cameras are widely used in a variety of circumstances.	1	24
essay85.txt	0	They are used in schools, businesses and some other premises in order to monitor the activities taking place.	They are used in schools, businesses and some other premises in order to monitor the activities taking place.	2	24
essay85.txt	0	Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored.	Nevertheless, some argue that these cameras invade their privacies due to constantly being monitored.	4	24
essay86.txt	3	universities playing the most important role in education system have to guarantee the knowledge conveyed is true and useful, which can be achieved through the researching function	Secondly, universities playing the most important role in education system have to guarantee the knowledge conveyed is true and useful, which can be achieved through the researching function.	9	13
essay86.txt	2	Old knowledge is applied to particular problems during research and solutions found often bring about innovations in culture and technology to promote human and communities to step forward	Old knowledge is applied to particular problems during research and solutions found often bring about innovations in culture and technology to promote human and communities to step forward.	10	13
essay86.txt	2	Systematic and comprehensive training programs in specific fields urge people to master information required quickly and thoroughly	Systematic and comprehensive training programs in specific fields urge people to master information required quickly and thoroughly.	6	13
essay86.txt	2	The essential social capabilities such as communication skills, teamwork, leadership and time management are gradually cultivated with group workshops and various kinds of social activities in universities	The essential social capabilities such as communication skills, teamwork, leadership and time management are gradually cultivated with group workshops and various kinds of social activities in universities.	8	13
essay86.txt	3	teaching and researching working together lead to the success of today's universities	Both teaching and researching working together lead to the success of today's universities.	12	13
essay86.txt	2	it can be seen that universities produce a great many of talents with outstanding teaching and advance the progress of human society with achievements in scientific research	In conclusion, it can be seen that universities produce a great many of talents with outstanding teaching and advance the progress of human society with achievements in scientific research.	11	13
essay86.txt	1	the main functions of universities as the highest educational institution are teaching and researching	This essay will argue that the main functions of universities as the highest educational institution are teaching and researching.	4	13
essay86.txt	3	imparting knowledge and educating people are basic duty of universities where people decide career direction and acquire more specialized knowledge and skills	Firstly, imparting knowledge and educating people are basic duty of universities where people decide career direction and acquire more specialized knowledge and skills.	5	13
essay86.txt	3	universities are not only continuation of schooling but a platform where people start knowing more about society	Nevertheless, universities are not only continuation of schooling but a platform where people start knowing more about society.	7	13
essay86.txt	0	teaching and researching working together lead to the success.	teaching and researching working together lead to the success.	0	13
essay86.txt	0	Recently, the controversial debate surrounding universities has sparked interests among students and the media.	Recently, the controversial debate surrounding universities has sparked interests among students and the media.	1	13
essay86.txt	0	Some of them deem universities principally provide training for people to be qualified employees.	Some of them deem universities principally provide training for people to be qualified employees.	2	13
essay86.txt	0	However, others support that it is more reasonable to set down universities as a centre of culture life where knowledge is transferred and updated.	However, others support that it is more reasonable to set down universities as a centre of culture life where knowledge is transferred and updated.	3	13
essay87.txt	1	government should take some actions such as classifying the payment, boosting the public transport and encouraging individuals to adopt the zero-emission cars, rather than raising the price of petrol, to get rid of the traffic and pollution problems	To conclude, I personally believe the government should take some actions such as classifying the payment, boosting the public transport and encouraging individuals to adopt the zero-emission cars, rather than raising the price of petrol, to get rid of the traffic and pollution problems.	18	19
essay87.txt	3	making the fuel cost more money could limit the number of vehicles to some extent	Undeniably, making the fuel cost more money could limit the number of vehicles to some extent.	5	19
essay87.txt	3	their view is overly simplistic	From my perspective, I think their view is overly simplistic.	4	19
essay87.txt	2	those who are suffering from the inefficiency of public transport tend to own a car immediately	Therefore, those who are suffering from the inefficiency of public transport tend to own a car immediately.	7	19
essay87.txt	2	some families purchase even more than three cars just for their own sake	Moreover, some families purchase even more than three cars just for their own sake.	8	19
essay87.txt	2	Due to the increasing number of petrol stations, the competition in this field is more and more fierce	Due to the increasing number of petrol stations, the competition in this field is more and more fierce, thus the price of petrol could be lower in the future.	6	19
essay87.txt	2	the price of petrol could be lower in the future	Due to the increasing number of petrol stations, the competition in this field is more and more fierce, thus the price of petrol could be lower in the future.	6	19
essay87.txt	2	such an argument may restrict the real necessity of automobiles	Nevertheless, such an argument may restrict the real necessity of automobiles.	10	19
essay87.txt	2	some families really need one or two cars	In fact, some families really need one or two cars.	11	19
essay87.txt	2	three family members have to work or study in three place separated so far with each other	For example, three family members have to work or study in three place separated so far with each other, then they need to acquire at least two cars or they may both be late.	12	19
essay87.txt	2	if they must pay more money on fuel, they may consider about that price of purchasing additionally for more time	In such case if they must pay more money on fuel, they may consider about that price of purchasing additionally for more time.	9	19
essay87.txt	2	they need to acquire at least two cars or they may both be late	For example, three family members have to work or study in three place separated so far with each other, then they need to acquire at least two cars or they may both be late.	12	19
essay87.txt	2	the development of automobile industry could be restrained as well as the employments offered by it, which could have negative effects on economy	On the other hand, the development of automobile industry could be restrained as well as the employments offered by it, which could have negative effects on economy.	13	19
essay87.txt	3	I can hardly agree that the solution is the best	Therefore, I can hardly agree that the solution is the best.	14	19
essay87.txt	3	a new method of expenditure classification could be adopted	Firstly, a new method of expenditure classification could be adopted.	16	19
essay87.txt	2	individuals had to pay much more for fuel if they possess more than three vehicles	For instance, individuals had to pay much more for fuel if they possess more than three vehicles; secondly, the government should develop the public transport to meet the residents' demand; last but not least, the people should be encouraged to use electric car to reduce the car emissions.	17	19
essay87.txt	3	the government should develop the public transport to meet the residents' demand	For instance, individuals had to pay much more for fuel if they possess more than three vehicles; secondly, the government should develop the public transport to meet the residents' demand; last but not least, the people should be encouraged to use electric car to reduce the car emissions.	17	19
essay87.txt	3	the people should be encouraged to use electric car to reduce the car emissions	For instance, individuals had to pay much more for fuel if they possess more than three vehicles; secondly, the government should develop the public transport to meet the residents' demand; last but not least, the people should be encouraged to use electric car to reduce the car emissions.	17	19
essay87.txt	0	Can petrol price increase impact on reducing traffic and pollution?	Can petrol price increase impact on reducing traffic and pollution?	0	19
essay87.txt	0	Nowadays, the importance of vehicles has been widely recognized thoughout the world.	Nowadays, the importance of vehicles has been widely recognized thoughout the world.	1	19
essay87.txt	0	However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution.	However, it rises concerns about the increasingly severe traffic problems as well as the automobile exhaust pollution.	2	19
essay87.txt	0	Some argue that the best solution to these issues is raising the price of petrol.	Some argue that the best solution to these issues is raising the price of petrol.	3	19
essay87.txt	0	From my mind, I think there are three ways tosolve these problems.	From my mind, I think there are three ways tosolve these problems.	15	19
essay88.txt	1	I am in favor of living in a small town	Personally, however, I am in favor of living in a small town.	2	25
essay88.txt	2	The atmosphere in suburban area brings me peaceful feeling	The atmosphere in suburban area brings me peaceful feeling.	3	25
essay88.txt	3	These features make a suburban town the paradise for people who want to escape from suffocating lives in major cities	These features make a suburban town the paradise for people who want to escape from suffocating lives in major cities.	11	25
essay88.txt	2	peaceful atmosphere is attractive	First and foremost, peaceful atmosphere is attractive.	7	25
essay88.txt	2	people there are very friendly	Moreover, people there are very friendly.	4	25
essay88.txt	2	the environmental is greener than in cities	Finally, the environmental is greener than in cities.	5	25
essay88.txt	2	lives small towns are great deal more quiet and the air is always fresh	Meanwhile, lives small towns are great deal more quiet and the air is always fresh.	10	25
essay88.txt	3	people in small towns are always friendly	Secondly, people in small towns are always friendly.	12	25
essay88.txt	2	many people in urban areas even do not know the names of their neighbors	In my experience, many people in urban areas even do not know the names of their neighbors.	13	25
essay88.txt	2	people in large cities face annoying noise and dirty air emitted from vehicles almost everyday	It is clearly seen that people in large cities face annoying noise and dirty air emitted from vehicles almost everyday.	8	25
essay88.txt	2	It is contrary in small town life, where people are ready to help whenever their neighbors are in need	It is contrary in small town life, where people are ready to help whenever their neighbors are in need.	14	25
essay88.txt	2	This is likely to adversely affect their mental health	This is likely to adversely affect their mental health.	9	25
essay88.txt	2	The relationship among them can be so close that they usually attend the birthday party of one of their neighboring people	The relationship among them can be so close that they usually attend the birthday party of one of their neighboring people.	15	25
essay88.txt	2	The affection from people around brings me cozy feeling on my birthday when I live away from my family	The affection from people around brings me cozy feeling on my birthday when I live away from my family.	16	25
essay88.txt	3	the green environment in small towns interests me	Finally, the green environment in small towns interests me.	17	25
essay88.txt	3	a small town is the best place for me to live in	Nonetheless, peaceful atmosphere, friendliness of people, and green landscape strongly convince me that a small town is the best place for me to live in.	23	25
essay88.txt	2	there are more trees and lakes in towns than in cities	It seems to me that there are more trees and lakes in towns than in cities.	18	25
essay88.txt	2	peaceful atmosphere, friendliness of people, and green landscape strongly convince me	Nonetheless, peaceful atmosphere, friendliness of people, and green landscape strongly convince me that a small town is the best place for me to live in.	23	25
essay88.txt	2	It is wonderful that I get up early in the morning and take a walk in such a green place	It is wonderful that I get up early in the morning and take a walk in such a green place.	19	25
essay88.txt	2	city life has its own advantages	In conclusion, I would concede that city life has its own advantages.	22	25
essay88.txt	2	The urban environment, however, is so artificial with only buildings and vehicles	The urban environment, however, is so artificial with only buildings and vehicles.	20	25
essay88.txt	2	I can not adapt myself to such an environment	I can not adapt myself to such an environment.	21	25
essay88.txt	0	Prefer to live in a small town rather than a city.	Prefer to live in a small town rather than a city.	0	25
essay88.txt	0	Many people believe that the life in a major metropolis is convenient and interesting.	Many people believe that the life in a major metropolis is convenient and interesting.	1	25
essay88.txt	0	That is why I love enjoying my life in a small town.	That is why I love enjoying my life in a small town.	6	25
essay88.txt	0	I love the life in my town.	I love the life in my town.	24	25
essay89.txt	1	I consider knowledge from experience as the more important source	However, I consider knowledge from experience as the more important source because of its negative impacts on real life.	22	24
essay89.txt	2	It is apparent that books are often written by professors, experts, or authorities in a variety of fields	It is apparent that books are often written by professors, experts, or authorities in a variety of fields.	5	24
